Created Timestamp,Preferred Marketplace,Device Family,ASIN,Event Type,Context,Action Id,Widget Layout,Autoshelving Tutorial Shown,Kindle ASIN,Autoshelving Hides By Default,Is Goodreads User,Widget Invoked By,Device Is Offline,Shelf Status
2023-03-09T17:55:22Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-02-23T19:38:32Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B08NT2VSWF,Yes,Yes,InvokedByBookFinish,No,read
2023-03-07T03:39:04Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2025-01-27T04:27:58Z,www.amazon.com,Eink,B0BL6YQ61Y,ManualShelving,start_actions,PerformManualShelving,,No,B0BL6YQ61Y,No,Yes,InvokedByMenu,No,none
2023-03-11T22:14:08Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-09-28T04:08:44Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B0BTVBH6G3,Yes,Yes,InvokedByBookFinish,No,read
2023-02-15T22:06:58Z,www.amazon.com,Eink,Not Applicable,AutoShelving,start_actions,PerformAutoShelving,,No,B01COJUEZ0,No,Yes,InvokedByBookOpen,No,currently-reading
2023-10-23T21:53:29Z,www.amazon.com,Eink,B09BV2JNWV,ManualShelving,end_actions,PerformManualShelving,,No,B09BV2JNWV,Yes,Yes,InvokedByBookFinish,No,read
2023-04-04T01:52:52Z,www.amazon.com,Eink,B075SPBQDV,ManualShelving,end_actions,PerformManualShelving,,No,B075SPBQDV,Yes,Yes,InvokedByBookFinish,No,read
2024-12-03T04:50:19Z,www.amazon.com,Eink,B0BZ5Y513V,AutoShelving,start_actions,PerformAutoShelving,,No,B0BZ5Y513V,No,Yes,InvokedByBookOpen,No,currently-reading
2023-11-22T03:31:27Z,www.amazon.com,Eink,B09YRR8DB6,ManualShelving,start_actions,PerformManualShelving,,No,B09YRR8DB6,No,Yes,InvokedByBookOpen,No,currently-reading
2024-05-08T23:14:05Z,www.amazon.com,Eink,Not Applicable,ManualShelving,end_actions,PerformManualShelving,,No,B0C4PX8RD7,Yes,Yes,InvokedByBookFinish,No,read
2023-03-11T17:09:55Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-03-11T22:08:11Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,none
2023-03-08T06:26:44Z,www.amazon.com,Eink,B09N6VX4K7,AutoShelving,start_actions,PerformAutoShelving,,No,B09N6VX4K7,No,Yes,InvokedByBookOpen,No,currently-reading
2024-04-02T20:57:59Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BTZRQHJM,Yes,Yes,InvokedByBookFinish,No,read
2023-01-24T22:51:19Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08BYBNGMW,Yes,Yes,InvokedByBookFinish,No,read
2024-09-26T21:18:30Z,www.amazon.com,Eink,B0CQJHF3HQ,AutoShelving,end_actions,PerformAutoShelving,,No,B0CQJHF3HQ,Yes,Yes,InvokedByMenu,No,read
2023-02-22T06:52:06Z,www.amazon.com,Eink,B08NT2VSWF,AutoShelving,end_actions,PerformAutoShelving,,No,B08NT2VSWF,Yes,Yes,InvokedByBookFinish,No,read
2023-03-13T05:06:41Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,none
2023-03-03T04:17:54Z,www.amazon.com,Eink,B09NW4FN2R,AutoShelving,start_actions,PerformAutoShelving,,No,B09NW4FN2R,No,Yes,InvokedByBookOpen,No,currently-reading
2024-04-08T23:23:32Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BXTB6HSN,Yes,Yes,InvokedByBookFinish,No,none
2025-04-03T02:28:28Z,www.amazon.com,Eink,B0D57LWBM6,AutoShelving,start_actions,PerformAutoShelving,,No,B0D57LWBM6,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-03-30T01:54:33Z,www.amazon.com,Eink,B0BTZRQHJM,AutoShelving,end_actions,PerformAutoShelving,,No,B0BTZRQHJM,Yes,Yes,InvokedByBookFinish,No,read
2023-01-27T00:18:37Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08BYBNGMW,Yes,Yes,InvokedByBookFinish,No,read
2023-09-25T02:52:12Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B0BTVBH6G3,Yes,Yes,InvokedByBookFinish,No,read
2024-01-18T04:40:39Z,www.amazon.com,Eink,B07WG8L7WC,ManualShelving,end_actions,PerformManualShelving,,No,B07WG8L7WC,Yes,Yes,InvokedByBookFinish,No,read
2023-05-15T02:57:00Z,www.amazon.com,Eink,B09XL59MJX,ManualShelving,end_actions,PerformManualShelving,,No,B09XL59MJX,Yes,Yes,InvokedByBookFinish,No,read
2024-04-08T06:50:48Z,www.amazon.com,Eink,B007RMYE9M,ManualShelving,start_actions,PerformManualShelving,,No,B007RMYE9M,No,Yes,InvokedByMenu,No,none
2024-02-22T21:41:10Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B0044781ZQ,Yes,Yes,InvokedByBookFinish,No,read
2024-04-10T03:41:39Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BXTB6HSN,Yes,Yes,InvokedByBookFinish,No,none
2024-04-02T03:56:04Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BTZRQHJM,Yes,Yes,InvokedByBookFinish,No,none
2024-03-08T22:30:06Z,www.amazon.com,Eink,Not Applicable,AutoShelving,start_actions,PerformAutoShelving,,No,B0BJP5QFFM,No,Yes,InvokedByBookOpen,Yes,currently-reading
2023-03-07T03:33:34Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-02-24T03:57:58Z,www.amazon.com,Eink,B08QXTPXPH,AutoShelving,start_actions,PerformAutoShelving,,No,B08QXTPXPH,No,Yes,InvokedByBookOpen,No,currently-reading
2023-03-03T04:18:00Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-03-08T06:26:12Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2024-02-15T02:36:14Z,www.amazon.com,Eink,Not Applicable,AutoShelving,start_actions,PerformAutoShelving,,No,B07HDT9JFX,No,Yes,InvokedByBookOpen,No,currently-reading
2024-02-20T05:00:08Z,www.amazon.com,Eink,B0CLQVQSVL,AutoShelving,start_actions,PerformAutoShelving,,No,B0CLQVQSVL,No,Yes,InvokedByBookOpen,No,currently-reading
2024-05-14T02:01:23Z,www.amazon.com,Eink,B0C97G1ZR6,ManualShelving,start_actions,PerformManualShelving,,No,B0C97G1ZR6,No,Yes,InvokedByMenu,No,none
2023-12-17T04:45:11Z,www.amazon.com,Eink,B08FGV64B1,AutoShelving,start_actions,PerformAutoShelving,,No,B08FGV64B1,Yes,Yes,InvokedByBookOpen,No,currently-reading
2023-09-28T04:09:35Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B0BTVBH6G3,Yes,Yes,InvokedByBookFinish,No,read
2024-04-01T03:41:00Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BTZRQHJM,Yes,Yes,InvokedByBookFinish,No,none
2023-08-04T04:10:32Z,www.amazon.com,Eink,B084G9Z5C3,ManualShelving,end_actions,PerformManualShelving,,No,B084G9Z5C3,Yes,Yes,InvokedByBookFinish,No,read
2024-02-28T03:52:37Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0044781ZQ,Yes,Yes,InvokedByBookFinish,No,read
2023-03-01T23:14:10Z,www.amazon.com,Eink,B08QXTPXPH,AutoShelving,end_actions,PerformAutoShelving,,No,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-09-25T02:52:07Z,www.amazon.com,Eink,B0BTVBH6G3,AutoShelving,end_actions,PerformAutoShelving,,No,B0BTVBH6G3,Yes,Yes,InvokedByBookFinish,No,read
2023-03-13T04:46:22Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2024-08-09T03:14:10Z,www.amazon.com,Eink,B0CL3FMNKJ,AutoShelving,end_actions,PerformAutoShelving,,No,B0CL3FMNKJ,Yes,Yes,InvokedByBookFinish,No,read
2024-04-04T23:42:54Z,www.amazon.com,Eink,Not Applicable,AutoShelving,start_actions,PerformAutoShelving,,No,B0BQGHJM5L,No,Yes,InvokedByBookOpen,No,currently-reading
2024-02-23T05:28:47Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0044781ZQ,Yes,Yes,InvokedByBookFinish,No,none
2023-02-20T22:37:09Z,www.amazon.com,Eink,B0B2F5J32D,AutoShelving,start_actions,PerformAutoShelving,,No,B0B2F5J32D,No,Yes,InvokedByBookOpen,No,currently-reading
2024-04-03T00:34:25Z,www.amazon.com,Eink,B008J2G5Y6,ManualShelving,end_actions,PerformManualShelving,,No,B008J2G5Y6,Yes,Yes,InvokedByBookFinish,No,read
2023-02-23T19:39:01Z,www.amazon.com,Eink,Not Applicable,AutoShelving,start_actions,PerformAutoShelving,,No,B08KQ4W18H,No,Yes,InvokedByBookOpen,No,currently-reading
2024-10-20T03:05:53Z,www.amazon.com,Eink,B0CW1J3Y5G,AutoShelving,end_actions,PerformAutoShelving,,No,B0CW1J3Y5G,Yes,Yes,InvokedByMenu,No,read
2025-01-21T04:02:20Z,www.amazon.com,Eink,B0DMDYK6Y6,AutoShelving,start_actions,PerformAutoShelving,,No,B0DMDYK6Y6,No,Yes,InvokedByBookOpen,No,currently-reading
2024-02-13T21:40:55Z,www.amazon.com,Eink,B0044781ZQ,AutoShelving,start_actions,PerformAutoShelving,,No,B0044781ZQ,Yes,Yes,InvokedByBookOpen,No,currently-reading
2023-12-14T03:39:33Z,www.amazon.com,Eink,B0BR511292,ManualShelving,end_actions,PerformManualShelving,,No,B0BR511292,Yes,Yes,InvokedByBookFinish,No,read
2023-03-10T22:32:07Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-01-18T04:04:20Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08BYBNGMW,Yes,Yes,InvokedByBookFinish,No,read
2023-03-02T04:42:58Z,www.amazon.com,Eink,B01HLY0Z0W,AutoShelving,start_actions,PerformAutoShelving,,No,B01HLY0Z0W,No,Yes,InvokedByBookOpen,No,currently-reading
2023-09-25T02:56:49Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B0BTVBH6G3,Yes,Yes,InvokedByBookFinish,No,read
2024-01-29T14:46:15Z,www.amazon.com,Eink,B0C3C886FY,ManualShelving,end_actions,PerformManualShelving,,No,B0C3C886FY,Yes,Yes,InvokedByBookFinish,No,read
2024-04-12T03:11:56Z,www.amazon.com,Eink,B0BQGJVCMT,AutoShelving,start_actions,PerformAutoShelving,,No,B0BQGJVCMT,No,Yes,InvokedByBookOpen,No,currently-reading
2023-03-08T22:10:35Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2024-02-27T22:28:00Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0044781ZQ,Yes,Yes,InvokedByBookFinish,No,none
2023-07-05T02:17:03Z,www.amazon.com,Eink,B09Y94K74X,AutoShelving,start_actions,PerformAutoShelving,,No,B09Y94K74X,No,Yes,InvokedByBookOpen,No,currently-reading
2023-12-15T17:48:25Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B0B9SN8K6H,Yes,Yes,InvokedByBookFinish,No,read
2023-10-11T00:43:02Z,www.amazon.com,Eink,B0CBW58P3J,AutoShelving,start_actions,PerformAutoShelving,,No,B0CBW58P3J,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-04-15T20:34:32Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BXTB6HSN,Yes,Yes,InvokedByBookFinish,No,none
2023-10-03T02:42:38Z,www.amazon.com,Eink,Not Applicable,AutoShelving,start_actions,PerformAutoShelving,,No,B0BP66G6B7,No,Yes,InvokedByBookOpen,No,currently-reading
2024-04-12T03:25:22Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BXTB6HSN,Yes,Yes,InvokedByBookFinish,No,none
2023-03-17T02:59:04Z,www.amazon.com,Eink,B0B3Y8DJFJ,AutoShelving,start_actions,PerformAutoShelving,,No,B0B3Y8DJFJ,No,Yes,InvokedByBookOpen,No,currently-reading
2024-04-04T23:37:24Z,www.amazon.com,Eink,B0BXTB6HSN,AutoShelving,end_actions,PerformAutoShelving,,No,B0BXTB6HSN,Yes,Yes,InvokedByBookFinish,No,read
2024-10-02T02:49:55Z,www.amazon.com,Eink,B0CGZFPKTZ,AutoShelving,start_actions,PerformAutoShelving,,No,B0CGZFPKTZ,Yes,Yes,InvokedByBookOpen,No,currently-reading
2023-01-25T05:16:47Z,www.amazon.com,Eink,B09R21YVLM,AutoShelving,start_actions,PerformAutoShelving,,No,B09R21YVLM,No,Yes,InvokedByBookOpen,No,currently-reading
2024-06-11T02:36:47Z,www.amazon.com,Eink,B0B3Y9JVMK,ManualShelving,end_actions,PerformManualShelving,,No,B0B3Y9JVMK,Yes,Yes,InvokedByBookFinish,No,read
2023-08-26T03:43:42Z,www.amazon.com,Eink,B08T6CL58V,ManualShelving,end_actions,PerformManualShelving,,No,B08T6CL58V,Yes,Yes,InvokedByBookFinish,No,read
2023-09-02T03:47:33Z,www.amazon.com,Eink,B0BBC769LV,AutoShelving,start_actions,PerformAutoShelving,,No,B0BBC769LV,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-05-28T01:17:04Z,www.amazon.com,Eink,B0CJ9TSSYB,ManualShelving,end_actions,PerformManualShelving,,No,B0CJ9TSSYB,Yes,Yes,InvokedByBookFinish,No,read
2024-04-10T03:48:00Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BXTB6HSN,Yes,Yes,InvokedByBookFinish,No,none
2024-11-23T04:06:07Z,www.amazon.com,Eink,B0CDWDLCNS,AutoShelving,start_actions,PerformAutoShelving,,No,B0CDWDLCNS,No,Yes,InvokedByBookOpen,No,currently-reading
2023-02-24T03:57:25Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,No,B08NT2VSWF,Yes,Yes,InvokedByBookFinish,No,read
2024-01-16T02:12:34Z,www.amazon.com,Eink,B08TF1VTGX,ManualShelving,end_actions,PerformManualShelving,,No,B08TF1VTGX,Yes,Yes,InvokedByBookFinish,No,read
2023-09-14T03:28:44Z,www.amazon.com,Eink,B09721CTG1,AutoShelving,start_actions,PerformAutoShelving,,No,B09721CTG1,Yes,Yes,InvokedByBookOpen,No,currently-reading
2023-05-27T18:04:53Z,www.amazon.com,Eink,B0B3Y4RYX6,ManualShelving,start_actions,PerformManualShelving,,No,B0B3Y4RYX6,No,Yes,InvokedByBookOpen,No,currently-reading
2023-06-28T04:03:55Z,www.amazon.com,Eink,B0B7NDZNDV,AutoShelving,start_actions,PerformAutoShelving,,No,B0B7NDZNDV,No,Yes,InvokedByBookOpen,No,currently-reading
2024-04-10T03:48:46Z,www.amazon.com,Eink,Not Applicable,AutoShelving,start_actions,PerformAutoShelving,,No,B092T8QDYW,No,Yes,InvokedByBookOpen,No,currently-reading
2023-07-21T22:44:47Z,www.amazon.com,Eink,Not Applicable,ManualShelving,end_actions,PerformManualShelving,,No,B07GD51NCJ,Yes,Yes,InvokedByBookFinish,No,read
2023-02-20T22:16:37Z,www.amazon.com,Eink,B09NTK9WDQ,AutoShelving,end_actions,PerformAutoShelving,,No,B09NTK9WDQ,Yes,Yes,InvokedByBookFinish,No,read
2024-04-16T03:35:40Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B0BXTB6HSN,Yes,Yes,InvokedByBookFinish,No,none
2023-06-30T22:43:23Z,www.amazon.com,Eink,B0B7NDZNDV,AutoShelving,end_actions,PerformAutoShelving,,No,B0B7NDZNDV,Yes,Yes,InvokedByBookFinish,No,read
2025-06-23T00:48:07Z,www.amazon.com,Eink,B0DHDF2RDL,ManualShelving,end_actions,PerformManualShelving,,No,B0DHDF2RDL,Yes,Yes,InvokedByMenu,No,read
2024-12-19T04:48:01Z,www.amazon.com,Eink,B0BZ5Y513V,AutoShelving,end_actions,PerformAutoShelving,,No,B0BZ5Y513V,Yes,Yes,InvokedByMenu,No,read
2023-03-11T23:15:25Z,www.amazon.com,Eink,Not Applicable,AutoShelving,end_actions,PerformAutoShelving,,Yes,B08QXTPXPH,Yes,Yes,InvokedByBookFinish,No,read
2023-09-04T16:22:28Z,www.amazon.com,Eink,B0BKKVQPLB,AutoShelving,start_actions,PerformAutoShelving,,No,B0BKKVQPLB,No,Yes,InvokedByBookOpen,No,currently-reading
2023-01-31T04:34:36Z,www.amazon.com,Eink,B09NTK9WDQ,AutoShelving,start_actions,PerformAutoShelving,,No,B09NTK9WDQ,Yes,Yes,InvokedByBookOpen,No,currently-reading
2023-01-17T04:44:28Z,www.amazon.com,Eink,B003L77UKC,AutoShelving,start_actions,PerformAutoShelving,,No,B003L77UKC,Yes,Yes,InvokedByBookOpen,No,currently-reading
