Created Timestamp,Preferred Marketplace,Country of Residence,Device Family,ASIN,platform,Total Items,Number of Books,Number of Audiobooks,Number of Audiobook Samples,Number of Comics,Number of Documents,Number of Episodes,Number of Magazines,Number of Newspapers,Number of Samples,Number of Stories,Number of Items read,Number of Items unread,Number of items downloaded,Number of Books downloaded,Number of Books read,Number of Books unread,Number of Audiobooks downloaded,Number of Audiobooks read,Number of Audiobooks unread in the Library,Number of Audiobooks Samples downloaded,Number of Audiobooks Samples read,Number of Audiobooks Samples unread,Number of Comics downloaded,Number of Comics read,Number of Comics unread,Number of Documents downloaded,Number of Documents read,Number of Documents unread,Number of Episodes downloaded,Number of Episodes read,Number of Episodes unread,Number of Magazines downloaded,Number of Magazines read,Number of Magazines unread,Number of Newspapers downloaded,Number of Newspapers read,Number of Newspapers unread,Number of Samples downloaded,Number of Samples read,Number of Samples unread,Number of Stories downloaded,Number of Stories read,Number of Stories unread
2025-06-20T02:42:37Z,www.amazon.com,US,Kindle E-reader,B0DHDF2RDL,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-25T21:52:44Z,www.amazon.com,US,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-18T21:28:07Z,www.amazon.com,US,Kindle E-reader,7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-20T23:52:47Z,www.amazon.com,US,Kindle E-reader,B0DHDF2RDL,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-30T23:45:17Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-19T22:31:31Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-11T20:00:52Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-26T02:52:44Z,www.amazon.com,US,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-04T16:35:31Z,www.amazon.com,US,Kindle E-reader,433NYT3NYBLOUOHLMNP7KZE4BASGKFI2,eink,22,3,6,0,0,5,0,8,0,0,0,17,5,4,0,0,1,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-22T20:39:10Z,www.amazon.com,US,Kindle E-reader,B0DHDF2RDL,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-17T04:14:15Z,www.amazon.com,US,Kindle E-reader,ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,eink,25,5,6,0,0,4,0,10,0,0,0,19,6,5,0,0,3,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-30T13:49:08Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-12T23:13:03Z,www.amazon.com,US,Kindle E-reader,WE7SRD2LY7QFPPIYNFYUIFGDVUBNHMLP,eink,28,7,6,0,0,5,0,10,0,0,0,21,7,5,0,0,3,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-14T02:41:42Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,28,7,6,0,0,5,0,10,0,0,0,21,7,5,0,0,3,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-15T19:22:04Z,www.amazon.com,US,Kindle E-reader,JPOXUR4EGOMYIE4NQUVJQIDTMPQQNA4F,eink,26,5,6,0,0,5,0,10,0,0,0,19,7,6,0,0,3,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-21T14:22:22Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-21T22:44:12Z,www.amazon.com,US,Kindle E-reader,CD2J6YLYY6SMOGLTHM77PUX5YBUTBUKC,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:19:37Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-16T22:06:48Z,www.amazon.com,US,Kindle E-reader,ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,eink,25,5,6,0,0,4,0,10,0,0,0,19,6,5,0,0,3,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-06T03:21:10Z,www.amazon.com,US,Kindle E-reader,433NYT3NYBLOUOHLMNP7KZE4BASGKFI2,eink,22,3,6,0,0,5,0,8,0,0,0,17,5,4,0,0,1,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-28T16:59:57Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-13T21:02:11Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-21T14:22:02Z,www.amazon.com,US,Kindle E-reader,KGYWKIBH5PNSEB3YPUA5KDHPGPGI5X4V,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:23:35Z,www.amazon.com,US,Kindle E-reader,ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,eink,25,5,6,0,0,4,0,10,0,0,0,19,6,5,0,0,3,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-16T18:32:08Z,www.amazon.com,US,Kindle E-reader,MZJHLPOQEFK6QOXINYVHNIKWVK53C26Z,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-08-01T21:02:15Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-16T02:31:45Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-30T22:42:21Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-30T23:22:09Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-22T17:50:56Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-15T03:50:18Z,www.amazon.com,US,Kindle E-reader,433NYT3NYBLOUOHLMNP7KZE4BASGKFI2,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-28T03:25:41Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,21,3,6,0,0,4,0,8,0,0,0,17,4,3,0,0,1,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-19T23:08:53Z,www.amazon.com,US,Kindle E-reader,B0D9F3KFPM,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-23T23:39:51Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,23,4,6,0,0,3,0,10,0,0,0,19,4,3,0,0,2,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-30T17:20:54Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-19T01:16:09Z,www.amazon.com,US,Kindle E-reader,7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-19T02:28:15Z,www.amazon.com,US,Kindle E-reader,7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-12T02:49:48Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-12T19:04:25Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-18T16:30:26Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-29T02:24:24Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,21,3,6,0,0,4,0,8,0,0,0,17,4,3,0,0,1,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-11T05:43:01Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,26,4,6,0,0,8,0,8,0,0,0,18,8,8,0,0,2,0,6,0,0,0,0,0,0,0,7,2,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-09T03:20:47Z,www.amazon.com,US,Kindle E-reader,SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-12T21:30:30Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-30T20:33:58Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-31T23:02:10Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-18T21:55:09Z,www.amazon.com,US,Kindle E-reader,ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,eink,25,5,6,0,0,4,0,10,0,0,0,19,6,5,0,0,3,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-14T22:16:42Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-12T21:42:26Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,27,7,6,0,0,4,0,10,0,0,0,21,6,4,0,0,3,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-15T17:29:31Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,26,5,6,0,0,5,0,10,0,0,0,19,7,6,0,0,3,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-16T23:57:27Z,www.amazon.com,US,Kindle E-reader,ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,eink,25,5,6,0,0,4,0,10,0,0,0,19,6,5,0,0,3,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-17T03:18:06Z,www.amazon.com,US,Kindle E-reader,MZJHLPOQEFK6QOXINYVHNIKWVK53C26Z,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-19T01:52:38Z,www.amazon.com,US,Kindle E-reader,7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-14T02:24:33Z,www.amazon.com,US,Kindle E-reader,CD2J6YLYY6SMOGLTHM77PUX5YBUTBUKC,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-08-02T17:27:26Z,www.amazon.com,US,Kindle E-reader,SEZPDYLSFM2BYZQJNVIF2P5X74LX7RKR,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-25T22:34:50Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-06T19:57:13Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,24,3,6,0,0,7,0,8,0,0,0,17,7,6,0,0,1,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-08-01T21:01:52Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-09T21:52:41Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-30T13:48:19Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-21T22:12:27Z,www.amazon.com,US,Kindle E-reader,B0DHDF2RDL,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-29T03:11:33Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,21,3,6,0,0,4,0,8,0,0,0,17,4,3,0,0,1,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-18T03:21:39Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-01T02:36:47Z,www.amazon.com,US,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-24T04:40:08Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,23,4,6,0,0,3,0,10,0,0,0,19,4,3,0,0,2,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-13T03:08:17Z,www.amazon.com,US,Kindle E-reader,JPOXUR4EGOMYIE4NQUVJQIDTMPQQNA4F,eink,28,7,6,0,0,5,0,10,0,0,0,21,7,5,0,0,3,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-13T05:11:34Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-30T13:48:47Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-30T13:47:23Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:31:14Z,www.amazon.com,US,Kindle E-reader,SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-19T21:54:44Z,www.amazon.com,US,Kindle E-reader,7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-08T23:36:10Z,www.amazon.com,US,Kindle E-reader,SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-27T21:49:50Z,www.amazon.com,US,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-30T13:49:22Z,www.amazon.com,US,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-25T03:20:49Z,www.amazon.com,US,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-06-17T21:57:44Z,www.amazon.com,US,Kindle E-reader,ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,eink,25,5,6,0,0,4,0,10,0,0,0,19,6,5,0,0,3,0,6,0,0,0,0,0,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-20T02:25:24Z,www.amazon.com,US,Kindle E-reader,7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-26T22:59:38Z,www.amazon.com,US,Kindle E-reader,LLUQMOFNTTDE4U47XIA344P55IEPDQDW,eink,22,3,6,0,0,5,0,8,0,0,0,17,5,4,0,0,1,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-25T22:49:29Z,www.amazon.com,US,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,eink,25,3,6,0,0,6,0,10,0,0,0,19,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-13T23:48:56Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-11T20:48:49Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-10T02:24:55Z,www.amazon.com,US,Kindle E-reader,SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-12T00:25:06Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:12:48Z,www.amazon.com,US,Kindle E-reader,SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,eink,24,4,6,0,0,6,0,8,0,0,0,17,7,6,0,0,2,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-15T20:22:21Z,www.amazon.com,US,Kindle E-reader,JPOXUR4EGOMYIE4NQUVJQIDTMPQQNA4F,eink,26,5,6,0,0,5,0,10,0,0,0,19,7,6,0,0,3,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-14T01:01:47Z,www.amazon.com,US,Kindle E-reader,VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,eink,25,4,6,0,0,7,0,8,0,0,0,17,8,7,0,0,2,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-20T01:10:20Z,www.amazon.com,US,Kindle E-reader,B0DHDF2RDL,eink,24,5,6,0,0,3,0,10,0,0,0,19,5,4,0,0,3,0,6,0,0,0,0,0,0,0,2,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-30T21:08:52Z,www.amazon.com,US,Kindle E-reader,Not Available,eink,23,3,6,0,0,6,0,8,0,0,0,17,6,5,0,0,1,0,6,0,0,0,0,0,0,0,5,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2025-06-16T02:54:15Z,www.amazon.com,US,Kindle E-reader,JPOXUR4EGOMYIE4NQUVJQIDTMPQQNA4F,eink,26,5,6,0,0,5,0,10,0,0,0,19,7,6,0,0,3,0,6,0,0,0,0,0,0,0,4,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2025-07-17T00:55:14Z,www.amazon.com,US,Kindle E-reader,MZJHLPOQEFK6QOXINYVHNIKWVK53C26Z,eink,26,4,6,0,0,8,0,8,0,0,0,17,9,8,0,0,2,0,6,0,0,0,0,0,0,0,7,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
