country,created_timestamp,preferred_marketplace,device_family,ASIN,customer_action,desired_page_location
US,2025-01-21T23:11:24Z,www.amazon.com,Kindle E-reader,B0CC1J32NG,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-09-02T14:22:24Z,www.amazon.com,Kindle E-reader,05C4DA136A6A4FFC99DBA85BEE6FF300,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-09-02T14:22:24Z,www.amazon.com,Kindle E-reader,05C4DA136A6A4FFC99DBA85BEE6FF300,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-05-30T01:23:09Z,www.amazon.com,Kindle E-reader,AP5FIAON5SVTMKD5WZJIZMQNHU6IF5Y6,remote_lpr_expired_,Not Available
US,2025-02-18T22:04:08Z,www.amazon.com,Kindle E-reader,Not Available,Already at Most Recent Page Read,Not Available
US,2024-12-28T05:51:06Z,www.amazon.com,Kindle E-reader,AHLCEKLOMNBI3WZAR2LXCRUBJ2OBWCFN,Tap on Most Recent Page Read Title,Last Page Read
US,2025-02-24T22:42:09Z,www.amazon.com,Kindle E-reader,MX76DL77CZU6RDBXMKY4ZAL5GJ55MMGG,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-01-06T23:58:05Z,www.amazon.com,Kindle E-reader,Not Available,Already at Most Recent Page Read,Not Available
US,2025-04-14T22:47:06Z,www.amazon.com,Kindle E-reader,II6J4O2WEM4UWTX47RYFLMDPIEDR6GET,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-04-24T04:14:23Z,www.amazon.com,Kindle E-reader,WS7ZNQVX7GBLFJDICPFXB44TVFXYJ3XO,goto_header_action_,Last Page Read
US,2025-04-24T04:14:19Z,www.amazon.com,Kindle E-reader,WS7ZNQVX7GBLFJDICPFXB44TVFXYJ3XO,display_mrpr_dialog_,Last Page Read
US,2025-01-31T23:30:02Z,www.amazon.com,Kindle E-reader,B0DMDYK6Y6,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-09-02T15:11:59Z,www.amazon.com,Kindle E-reader,05C4DA136A6A4FFC99DBA85BEE6FF300,Tap on Most Recent Page Read Title,Last Page Read
US,2025-03-10T02:23:24Z,www.amazon.com,Kindle E-reader,Not Available,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-06-11T03:08:55Z,www.amazon.com,Kindle E-reader,Not Available,already_at_mrpr_,Not Available
US,2024-08-22T03:22:35Z,www.amazon.com,Kindle E-reader,3F18E7B1DE9B48E1B46CEBD543D9AD15,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-09-03T01:47:39Z,www.amazon.com,Kindle E-reader,05C4DA136A6A4FFC99DBA85BEE6FF300,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-06-01T23:52:23Z,www.amazon.com,Kindle E-reader,JNMIUTPQKYQ7HRUKCLKJX5RHPE3OAK4B,remote_lpr_expired_,Not Available
US,2024-08-06T02:46:27Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-11-07T03:39:26Z,www.amazon.com,Kindle E-reader,28C62463866C4CC99233564ED847A1A5,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-08-24T03:23:22Z,www.amazon.com,Kindle E-reader,3F18E7B1DE9B48E1B46CEBD543D9AD15,Already at Most Recent Page Read,Not Available
US,2025-01-21T23:11:24Z,www.amazon.com,Kindle E-reader,B0CC1J32NG,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-06-14T17:45:36Z,www.amazon.com,Kindle E-reader,Not Available,remote_lpr_expired_,Not Available
US,2025-07-30T03:27:46Z,www.amazon.com,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,goto_header_action_,Last Page Read
US,2025-04-14T22:47:06Z,www.amazon.com,Kindle E-reader,II6J4O2WEM4UWTX47RYFLMDPIEDR6GET,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-02-18T22:02:39Z,www.amazon.com,Kindle E-reader,B003K15IF8,Reading Navigation Toolbar Inside Book is Invoked,Last Page Read
US,2024-09-24T22:21:30Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,Current Last Page Read Not Present,Not Available
US,2025-04-17T22:01:40Z,www.amazon.com,Kindle E-reader,WVIR53TOCAWTSQCQN5QUVUTPLD2YC7AD,Already at Most Recent Page Read,Not Available
US,2025-07-30T03:27:41Z,www.amazon.com,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,display_mrpr_dialog_SmartSync_C_,Last Page Read
US,2024-08-09T03:01:03Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-12-28T05:51:01Z,www.amazon.com,Kindle E-reader,AHLCEKLOMNBI3WZAR2LXCRUBJ2OBWCFN,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-05-21T23:31:51Z,www.amazon.com,Kindle E-reader,FTT7VNOWFIXZCCUGO3PVUC2EFP5UBTOU,already_at_mrpr_,Not Available
US,2024-10-10T02:51:41Z,www.amazon.com,Kindle E-reader,B0CW1J3Y5G,Already at Most Recent Page Read,Not Available
US,2025-02-12T05:27:58Z,www.amazon.com,Kindle E-reader,WZ34AC3Z6QKT765I3B5YQEO3U3BZXKLN,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-08-05T21:41:09Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-06-12T23:42:35Z,www.amazon.com,Kindle E-reader,Not Available,display_mrpr_dialog_,Last Page Read
US,2025-02-18T22:02:49Z,www.amazon.com,Kindle E-reader,B003K15IF8,Reading Navigation Toolbar Inside Book is Invoked,Last Page Read
US,2025-04-07T02:34:24Z,www.amazon.com,Kindle E-reader,Not Available,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-07-30T03:27:41Z,www.amazon.com,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,display_mrpr_dialog_,Last Page Read
US,2024-08-05T21:41:09Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-01-27T04:29:28Z,www.amazon.com,Kindle E-reader,2EUPLKIM7ATSLPXWBOUA4B2L66BXKDTV,Tap on Most Recent Page Read Title,Most Recent Page Read
US,2025-02-28T00:50:56Z,www.amazon.com,Kindle E-reader,Not Available,Current Last Page Read Not Present,Not Available
US,2025-06-02T22:16:30Z,www.amazon.com,Kindle E-reader,JNMIUTPQKYQ7HRUKCLKJX5RHPE3OAK4B,already_at_mrpr_,Not Available
US,2025-06-26T02:52:56Z,www.amazon.com,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,display_mrpr_dialog_,Last Page Read
US,2024-09-23T02:30:45Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,Current Last Page Read Not Present,Not Available
US,2025-05-14T23:56:54Z,www.amazon.com,Kindle E-reader,RESEYEAJK4EJ4ULJAU6NJ6YSAGXJJQBV,goto_header_action_,Last Page Read
US,2024-11-11T04:52:28Z,www.amazon.com,Kindle E-reader,N2GXACRU2Y75KKK7J7XPZLMLHHQJ3XEB,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-02-15T05:43:26Z,www.amazon.com,Kindle E-reader,LHXKLEWH52LWXBSOBOTMRLRJ2CONAJCC,Tap on Most Recent Page Read Title,Last Page Read
US,2024-10-02T02:36:23Z,www.amazon.com,Kindle E-reader,CFB210D125DE496195B7AE70BACDA51C,Current Last Page Read Not Present,Not Available
US,2024-09-22T01:45:47Z,www.amazon.com,Kindle E-reader,Not Available,Already at Most Recent Page Read,Not Available
US,2024-10-17T22:20:31Z,www.amazon.com,Kindle E-reader,B0CW1J3Y5G,Already at Most Recent Page Read,Not Available
US,2025-02-12T05:28:06Z,www.amazon.com,Kindle E-reader,WZ34AC3Z6QKT765I3B5YQEO3U3BZXKLN,Tap on Most Recent Page Read Title,Last Page Read
US,2025-02-15T05:43:19Z,www.amazon.com,Kindle E-reader,LHXKLEWH52LWXBSOBOTMRLRJ2CONAJCC,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-06-02T22:16:33Z,www.amazon.com,Kindle E-reader,JNMIUTPQKYQ7HRUKCLKJX5RHPE3OAK4B,already_at_mrpr_,Not Available
US,2025-06-26T02:52:59Z,www.amazon.com,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,goto_header_action_,Last Page Read
US,2024-11-11T04:52:28Z,www.amazon.com,Kindle E-reader,N2GXACRU2Y75KKK7J7XPZLMLHHQJ3XEB,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-12-17T05:28:31Z,www.amazon.com,Kindle E-reader,NKTH6XIJUZNFZ5PZSSWZ6BGQ6ZLGIKBQ,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-01-31T23:30:02Z,www.amazon.com,Kindle E-reader,B0DMDYK6Y6,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-04-30T23:07:34Z,www.amazon.com,Kindle E-reader,MDA2MPOTKOJLTLOVINZIHHXFP4Q3WPNH,remote_lpr_expired_,Not Available
US,2025-01-07T03:53:56Z,www.amazon.com,Kindle E-reader,JZLZQO3Y3EPKB7K2WUG7MGTYPVYOZWJS,Already at Most Recent Page Read,Not Available
US,2025-02-15T05:43:19Z,www.amazon.com,Kindle E-reader,LHXKLEWH52LWXBSOBOTMRLRJ2CONAJCC,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-09-24T22:21:50Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-03-10T02:23:24Z,www.amazon.com,Kindle E-reader,Not Available,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-07-04T02:35:49Z,www.amazon.com,Kindle E-reader,433NYT3NYBLOUOHLMNP7KZE4BASGKFI2,already_at_mrpr_,Not Available
US,2025-01-05T18:46:50Z,www.amazon.com,Kindle E-reader,D81BB38BBD7A4F42B0EE762A686912BA,Already at Most Recent Page Read,Not Available
US,2024-10-16T21:23:01Z,www.amazon.com,Kindle E-reader,Not Available,Already at Most Recent Page Read,Not Available
US,2024-09-01T18:54:06Z,www.amazon.com,Kindle E-reader,3451C4DEA84A49DEBFFFDDA0092EC804,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-06-27T21:50:02Z,www.amazon.com,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,display_mrpr_dialog_,Last Page Read
US,2025-05-14T23:56:52Z,www.amazon.com,Kindle E-reader,RESEYEAJK4EJ4ULJAU6NJ6YSAGXJJQBV,display_mrpr_dialog_SmartSync_C_,Last Page Read
US,2025-07-30T03:27:43Z,www.amazon.com,Kindle E-reader,CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,goto_header_action_,Most Recent Page Read
US,2025-05-14T23:56:52Z,www.amazon.com,Kindle E-reader,RESEYEAJK4EJ4ULJAU6NJ6YSAGXJJQBV,display_mrpr_dialog_,Last Page Read
US,2025-02-10T23:23:19Z,www.amazon.com,Kindle E-reader,Not Available,Already at Most Recent Page Read,Not Available
US,2024-12-17T05:41:02Z,www.amazon.com,Kindle E-reader,Not Available,Already at Most Recent Page Read,Not Available
US,2024-08-22T03:22:42Z,www.amazon.com,Kindle E-reader,3F18E7B1DE9B48E1B46CEBD543D9AD15,Tap on Most Recent Page Read Title,Last Page Read
US,2024-08-08T03:15:40Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-12-24T03:52:01Z,www.amazon.com,Kindle E-reader,AHLCEKLOMNBI3WZAR2LXCRUBJ2OBWCFN,Already at Most Recent Page Read,Not Available
US,2025-03-20T04:01:40Z,www.amazon.com,Kindle E-reader,TEOQR3X2DN2TSHJ276HTYWLF6WUZXQBC,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-04-16T03:21:44Z,www.amazon.com,Kindle E-reader,II6J4O2WEM4UWTX47RYFLMDPIEDR6GET,Current Last Page Read Not Present,Not Available
US,2025-01-27T04:29:09Z,www.amazon.com,Kindle E-reader,2EUPLKIM7ATSLPXWBOUA4B2L66BXKDTV,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-02-18T22:02:32Z,www.amazon.com,Kindle E-reader,B003K15IF8,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-11-07T03:39:26Z,www.amazon.com,Kindle E-reader,28C62463866C4CC99233564ED847A1A5,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-11-25T23:24:12Z,www.amazon.com,Kindle E-reader,7FLHIN5CJDB2OBP4B47X3KKHBVS7DZHH,Already at Most Recent Page Read,Not Available
US,2024-09-25T03:56:05Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-02-12T05:47:59Z,www.amazon.com,Kindle E-reader,WZ34AC3Z6QKT765I3B5YQEO3U3BZXKLN,Current Last Page Read Not Present,Not Available
US,2025-02-20T21:50:30Z,www.amazon.com,Kindle E-reader,B081M4F8GH,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-05-21T23:31:35Z,www.amazon.com,Kindle E-reader,FTT7VNOWFIXZCCUGO3PVUC2EFP5UBTOU,remote_lpr_expired_,Not Available
US,2024-10-01T23:38:50Z,www.amazon.com,Kindle E-reader,Not Available,Current Last Page Read Not Present,Not Available
US,2024-09-01T18:54:06Z,www.amazon.com,Kindle E-reader,3451C4DEA84A49DEBFFFDDA0092EC804,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-06-19T03:15:51Z,www.amazon.com,Kindle E-reader,Not Available,already_at_mrpr_,Not Available
US,2024-12-17T05:28:31Z,www.amazon.com,Kindle E-reader,NKTH6XIJUZNFZ5PZSSWZ6BGQ6ZLGIKBQ,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-04-07T02:34:25Z,www.amazon.com,Kindle E-reader,Not Available,Tap on Most Recent Page Read Title,Last Page Read
US,2025-01-21T23:11:37Z,www.amazon.com,Kindle E-reader,B0CC1J32NG,Tap on Most Recent Page Read Title,Last Page Read
US,2024-12-28T05:51:01Z,www.amazon.com,Kindle E-reader,AHLCEKLOMNBI3WZAR2LXCRUBJ2OBWCFN,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-01-27T04:29:09Z,www.amazon.com,Kindle E-reader,2EUPLKIM7ATSLPXWBOUA4B2L66BXKDTV,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-04-24T04:14:19Z,www.amazon.com,Kindle E-reader,WS7ZNQVX7GBLFJDICPFXB44TVFXYJ3XO,display_mrpr_dialog_SmartSync_C_,Last Page Read
US,2025-01-24T00:13:04Z,www.amazon.com,Kindle E-reader,B0CC1J32NG,Already at Most Recent Page Read,Not Available
US,2025-02-24T22:42:11Z,www.amazon.com,Kindle E-reader,MX76DL77CZU6RDBXMKY4ZAL5GJ55MMGG,Tap on Most Recent Page Read Title,Last Page Read
US,2024-08-08T03:15:40Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-11-07T02:35:55Z,www.amazon.com,Kindle E-reader,Q2GMDSWTP3KRSTVF5WHAONVIHS325UHL,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2025-06-12T23:42:36Z,www.amazon.com,Kindle E-reader,Not Available,display_mrpr_dialog_SmartSync_C_,Last Page Read
US,2025-06-27T21:50:04Z,www.amazon.com,Kindle E-reader,43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,goto_header_action_,Last Page Read
US,2024-09-24T22:21:53Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,Tap on Most Recent Page Read Title,Last Page Read
US,2025-03-10T03:25:37Z,www.amazon.com,Kindle E-reader,PTBMJPRMFADHGCZ7ESUYHIIFVONVRXUJ,Tap on Most Recent Page Read Title,Last Page Read
US,2024-08-06T02:46:29Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,Tap on Most Recent Page Read Title,Last Page Read
US,2025-02-12T05:27:58Z,www.amazon.com,Kindle E-reader,WZ34AC3Z6QKT765I3B5YQEO3U3BZXKLN,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-08-27T22:06:50Z,www.amazon.com,Kindle E-reader,3451C4DEA84A49DEBFFFDDA0092EC804,Current Last Page Read Not Present,Not Available
US,2024-11-07T03:39:29Z,www.amazon.com,Kindle E-reader,28C62463866C4CC99233564ED847A1A5,Reading Navigation Toolbar Inside Book is Invoked,Last Page Read
US,2025-04-07T02:34:24Z,www.amazon.com,Kindle E-reader,Not Available,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-01-15T22:08:13Z,www.amazon.com,Kindle E-reader,Not Available,Current Last Page Read Not Present,Not Available
US,2025-02-24T22:42:09Z,www.amazon.com,Kindle E-reader,MX76DL77CZU6RDBXMKY4ZAL5GJ55MMGG,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-05-06T03:17:43Z,www.amazon.com,Kindle E-reader,Not Available,already_at_mrpr_,Not Available
US,2024-09-02T17:38:59Z,www.amazon.com,Kindle E-reader,05C4DA136A6A4FFC99DBA85BEE6FF300,Already at Most Recent Page Read,Not Available
US,2025-02-20T21:50:30Z,www.amazon.com,Kindle E-reader,B081M4F8GH,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-01-27T04:29:18Z,www.amazon.com,Kindle E-reader,2EUPLKIM7ATSLPXWBOUA4B2L66BXKDTV,Tap on Most Recent Page Read Title,Last Page Read
US,2024-09-03T01:47:39Z,www.amazon.com,Kindle E-reader,05C4DA136A6A4FFC99DBA85BEE6FF300,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-09-25T03:56:05Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-10-04T04:00:24Z,www.amazon.com,Kindle E-reader,B0CGZFPKTZ,Already at Most Recent Page Read,Not Available
US,2025-03-04T03:33:12Z,www.amazon.com,Kindle E-reader,Not Available,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2024-09-25T03:56:11Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,Tap on Most Recent Page Read Title,Last Page Read
US,2024-08-06T02:46:27Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-08-09T03:01:03Z,www.amazon.com,Kindle E-reader,B0CL3FMNKJ,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
US,2025-03-04T03:34:25Z,www.amazon.com,Kindle E-reader,Not Available,Tap on Most Recent Page Read Title,Last Page Read
US,2024-09-24T22:21:50Z,www.amazon.com,Kindle E-reader,B0CQJHF3HQ,Most Recent Page Read Dialog Box Shown,Last Page Read
US,2024-11-07T02:35:55Z,www.amazon.com,Kindle E-reader,Q2GMDSWTP3KRSTVF5WHAONVIHS325UHL,display_mrpr_dialog_SmartSync_C_progressbar,Last Page Read
